clean_message,label
do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love,0
lol ok your forgiven,0
im back lemme know when youre ready,0
ill be there on ltgt ok,0
its cool but tyler had to take off so were gonna buy for him and drop it off at his place later tonight our total order is a quarter you got enough,0
camera you are awarded a sipix digital camera call fromm landline delivery within days,1
text get more ringtones logos and games from questions infotxtcouk,1
dont flatter yourself tell that man of mine two pints of carlin in ten minutes please,0
collect your valentines weekend to paris inc flight hotel prize guaranteed text paris to no,1
bloomberg message center why wait apply for your future bloombergcom,1
wat time wan today,0
awww dat is sweet we can think of something to do he he have a nice time tonight ill probably txt u later cos im lonely xxx,0
okmail dear dave this is your final notice to collect your tenerife holiday or cash award call from landline tcs sae box cwwx ppm,1
im done im sorry i hope your next space gives you everything you want remember all the furniture is yours if im not around when you move it just lock all the locks and leave the key with jenne,0
probably a couple hours tops,0
staffsciencenusedusgphyhcmkteachingpc,0
hey i will be late im at amk need to drink tea or coffee,0
u should have made an appointment,0
dear dave this is your final notice to collect your tenerife holiday or cash award call from landline tcs sae box cwwx ppm,1
hi hope ur day good back from walk table booked for half eight let me know when ur coming over,0
urgent please call from landline your abta complimentary tenerife holiday or cash await collection sae tcs box cwwx ppm,1
new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say im always correct,0
remind me how to get there and i shall do so,0
maybe westshore or hyde park village the place near my house,0
pls help me tell sura that im expecting a battery from hont and that if should pls send me a message about how to download movies thanks,0
fine if thats the way u feel thats the way its gota b,0
she told to hr that he want posting in chennaibecause im working here,0
hey j r u feeling any better,0
thanks for your ringtone order ref number k your mobile will be charged should your tone not arrive please call customer services on,1
dont worry though i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me brb gonna go kill myself,0
we will meet soon princess ttyl,0
urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim y valid hrs only,1
and dont worry well have finished by march ish,0
where to get those,0
mmmm i cant wait to lick it,0
said kiss kiss i cant do the sound effects he is a gorgeous man isnt he kind of person who needs a smile to brighten his day,0
i went to project centre,0
urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim m validhrs only,1
am on a train back from northampton so im afraid not,0
txt call to no claim your reward of hours talk time to use from your phone now subscribegbpmnth inc hrs stoptxtstop,1
try neva mate,0
si think he is waste for rr,0
hi there nights ur lucky night uve been invited xchat the uks wildest chat txt chat to now pmsgrcvdhgsuitelandsrowwjhl ldn yrs,1
no dahe is stupid daalways sending like thisdon believe any of those messagepandy is a mental,0
do u hav any frnd by name ashwini in ur college,0
r u meeting da ge at nite tmr,0
ok thanx gd nite too,0
i cant pick the phone right now pls send a message,0
urgent call from landline your complementary tenerife holiday or cash await collection sae tcs po box wa px ppm sender hol offer,1
or go buy wif him then i meet later can,0
do you want a new video handset anytime any network mins half price line rental camcorder reply or call for delivery tomorrow,1
sounds gd haha can wah u yan jiu so fast liao,0
aiyo u so poor thing then u dun wan eat u bathe already,0
today is song dedicated day which song will u dedicate for me send this to all ur valuable frnds but first rply me,0
just curious because my cuz asked what i was up to,0
freemsg txt call to no claim your reward of hours talk time to use from your phone now subscribegbpmnth inc hrs stoptxtstop,1
hows that watch resizing,0
god asked what is forgiveness a little child gave lovely reply,0
i am late i will be there at,0
i dont know exactly could you ask chechi,0
check out choose your babe videos smsshsexnetun fgkslpopw fgkslpo,1
if he started searching he will get job in few dayshe have great potential and talent,0
you have been selected to stay in of top british hotels for nothing holiday worth to claim call london bx swss,1
hey babe i saw you came online for a second and then you disappeared what happened,0
december only had your mobile mths you are entitled to update to the latest colour camera mobile for free call the mobile update vco free on,1
good friends care for each other close friends understand each other and true friends stay forever beyond words beyond time gud ni,0
okay ive seen it so i should pick it on friday,0
and picking them up from various points,0
private your account statement for shows unredeemed s i m points call identifier code expires,1
happy new year to u and ur familymay this new year bring happiness stability and tranquility to ur vibrant colourful life,0
